,Per capita adjusted disposable income,Disposable income inequality,People at risk of poverty,Per capita net wealth,People living in absolute poverty,Severe material deprivation rate,Severe housing deprivation rate,Difficulties to make ends meet,Low work intensity,Housing cost overburden,Family economic conditions,Satisfaction with one's own life,Leisure satisfaction,Positive verdict on future prospects,Negative verdict on future prospects,TERRITORIO,ANNO
0,19110.4,4.8,12.8,,,3.4,7.2,11.6,8.9,12.0,,,,,,Piemonte,2004
1,19494.4,4.1,9.5,,,2.7,7.0,6.2,7.4,9.7,,,,,,Valle d'Aosta,2004
2,19237.1,5.2,13.3,,,2.8,5.4,8.9,12.4,14.6,,,,,,Liguria,2004
3,20444.0,4.9,10.0,,,2.4,4.9,9.1,7.5,12.6,,,,,,Lombardia,2004
4,20269.9,4.3,8.8,,,1.8,9.0,4.8,5.1,11.5,,,,,,Trentino-Alto Adige,2004
5,21304.4,4.3,8.3,,,3.2,7.1,4.6,7.4,13.0,,,,,,Provincia Autonoma di Bolzano/Bozen,2004
6,19274.5,4.2,9.3,,,,10.7,4.9,2.9,10.0,,,,,,Provincia Autonoma di Trento,2004
7,17654.2,4.1,9.8,,,3.4,6.2,9.9,7.0,12.3,,,,,,Veneto,2004
8,18425.5,4.1,9.0,,,3.2,4.6,10.3,8.1,8.4,,,,,,Friuli-Venezia Giulia,2004
9,20730.7,4.6,8.6,,,2.2,6.4,7.7,6.5,11.8,,,,,,Emilia-Romagna,2004
10,18608.9,4.0,9.6,,,2.5,4.5,11.5,6.8,10.9,,,,,,Toscana,2004
11,17394.7,4.2,11.7,,,3.4,6.8,10.2,9.9,8.4,,,,,,Umbria,2004
12,16270.4,4.1,11.6,,,4.0,7.9,10.6,8.0,8.9,,,,,,Marche,2004
13,18762.3,5.6,16.8,,,4.6,9.1,14.8,13.1,15.4,,,,,,Lazio,2004
14,14203.8,4.5,16.8,,,2.8,6.6,14.3,8.0,8.8,,,,,,Abruzzo,2004
15,12747.6,4.4,21.8,,,6.6,11.6,12.3,8.0,6.9,,,,,,Molise,2004
16,12262.0,6.2,35.6,,,17.5,15.1,26.2,21.1,15.5,,,,,,Campania,2004
17,12164.2,5.1,30.4,,,14.1,10.8,23.9,17.3,11.1,,,,,,Puglia,2004
18,12270.4,4.9,27.8,,,6.9,12.9,18.6,11.1,7.6,,,,,,Basilicata,2004
19,11363.1,6.1,35.8,,,14.6,14.4,27.0,19.9,12.6,,,,,,Calabria,2004
20,11799.0,6.9,39.5,,,16.5,15.0,28.3,22.5,12.0,,,,,,Sicilia,2004
21,12742.7,5.2,20.2,,,5.4,10.2,21.7,13.2,7.8,,,,,,Sardegna,2004
22,19598.2,4.7,10.3,91887.0,,2.8,5.9,9.3,7.7,12.2,,,,,,Nord,2004
23,19936.6,4.9,11.1,,,2.7,5.6,9.8,8.3,12.7,,,,,,Nord-ovest,2004
24,19126.8,4.4,9.2,,,2.8,6.3,8.7,6.8,11.6,,,,,,Nord-est,2004
25,18275.3,4.8,13.4,97180.0,,3.8,7.3,12.8,10.2,12.6,,,,,,Centro,2004
26,12210.6,6.0,32.7,47808.0,,14.0,13.1,24.8,18.7,12.1,,,,,,Mezzogiorno,2004
27,12295.1,5.7,31.8,,,14.1,12.8,23.9,18.0,12.7,,,,,,Sud,2004
28,12032.3,6.6,34.8,,,13.8,13.8,26.7,20.2,11.0,,,,,,Isole,2004
29,16712.9,5.6,18.9,77156.0,,7.0,8.8,15.5,12.3,12.2,,,,,,Italia,2004
30,19499.5,4.4,11.6,,,2.2,6.4,10.6,7.4,10.5,,,64.4,,,Piemonte,2005
31,19677.3,3.6,5.9,,,,4.2,7.4,7.9,8.9,,,70.4,,,Valle d'Aosta,2005
32,19704.3,4.5,15.3,,,3.6,6.0,9.9,11.0,13.9,,,70.9,,,Liguria,2005
33,20887.4,4.8,9.5,,,2.3,5.9,9.7,5.9,12.5,,,68.0,,,Lombardia,2005
34,20325.4,3.6,7.5,,,1.5,7.4,4.3,4.5,11.6,,,75.4,,,Trentino-Alto Adige,2005
35,21329.3,3.6,8.7,,,,6.8,5.5,5.3,14.7,,,82.5,,,Provincia Autonoma di Bolzano/Bozen,2005
36,19360.6,3.5,6.4,,,,8.1,3.2,3.7,8.7,,,68.6,,,Provincia Autonoma di Trento,2005
37,17965.5,4.0,10.4,,,3.0,4.9,10.5,5.8,11.3,,,62.4,,,Veneto,2005
38,18726.8,3.9,10.5,,,2.9,4.4,9.7,9.2,9.7,,,67.5,,,Friuli-Venezia Giulia,2005
39,21050.3,4.8,9.3,,,3.1,5.8,8.9,5.6,12.0,,,65.8,,,Emilia-Romagna,2005
40,18743.4,4.1,9.4,,,2.7,4.6,11.8,7.4,12.1,,,67.6,,,Toscana,2005
41,17633.2,4.5,13.1,,,3.8,6.7,10.4,8.1,10.9,,,68.8,,,Umbria,2005
42,16741.9,4.2,12.2,,,3.6,7.7,12.4,8.4,10.4,,,62.5,,,Marche,2005
43,19128.1,5.5,16.3,,,3.9,8.7,13.4,9.9,14.6,,,64.4,,,Lazio,2005
44,14618.3,4.0,18.0,,,5.0,7.5,15.1,7.0,9.6,,,64.9,,,Abruzzo,2005
45,13220.0,4.2,24.8,,,4.2,4.7,9.4,7.2,8.4,,,65.8,,,Molise,2005
46,12526.0,6.4,33.5,,,15.5,13.8,25.3,20.4,15.0,,,60.1,,,Campania,2005
47,12388.1,5.2,33.9,,,11.1,9.3,23.2,14.8,11.5,,,54.0,,,Puglia,2005
48,12568.8,4.6,30.6,,,9.2,6.9,24.0,12.7,10.6,,,63.8,,,Basilicata,2005
49,11659.4,6.8,39.0,,,15.8,13.6,20.2,18.6,17.0,,,57.6,,,Calabria,2005
50,12139.1,6.9,40.9,,,18.3,11.6,26.4,20.9,14.3,,,58.5,,,Sicilia,2005
51,12957.9,4.5,22.5,,,10.5,8.5,25.5,13.8,9.3,,,61.2,,,Sardegna,2005
52,19970.5,4.5,10.3,,2.3,2.6,5.8,9.6,6.5,11.8,,,66.5,,,Nord,2005
53,20367.2,4.7,10.7,,,2.4,6.1,9.9,6.8,12.1,,,67.3,,,Nord-ovest,2005
54,19418.5,4.3,9.8,,,2.9,5.4,9.3,6.0,11.5,,,65.4,,,Nord-est,2005
55,18571.8,4.8,13.3,,2.7,3.5,7.1,12.5,8.8,13.0,,,65.5,,,Centro,2005
56,12499.0,6.0,33.8,,5.0,13.9,11.2,23.8,17.5,13.3,,,58.9,,,Mezzogiorno,2005
57,12573.5,5.8,32.6,,,12.8,11.4,22.6,16.8,13.6,,,58.7,,,Sud,2005
58,12341.6,6.4,36.3,,,16.4,10.9,26.2,19.1,13.2,,,59.2,,,Isole,2005
59,17051.8,5.4,19.2,,3.3,6.8,8.0,15.2,11.0,12.6,,,63.7,,,Italia,2005
60,20273.0,4.3,11.6,,,4.2,6.2,12.9,9.1,12.2,,,65.3,,,Piemonte,2006
61,20143.4,4.4,6.2,,,,6.4,7.0,6.3,9.5,,,71.5,,,Valle d'Aosta,2006
62,20375.5,4.2,13.9,,,3.4,7.1,10.7,12.6,15.1,,,69.6,,,Liguria,2006
63,21590.4,5.0,10.6,,,2.3,7.2,10.1,7.5,11.8,,,69.0,,,Lombardia,2006
64,20827.9,3.8,6.2,,,1.4,6.1,4.2,4.7,11.9,,,73.5,,,Trentino-Alto Adige,2006
65,21906.5,4.2,6.3,,,2.3,3.8,4.2,4.3,12.5,,,79.4,,,Provincia Autonoma di Bolzano/Bozen,2006
66,19790.3,3.3,6.1,,,,8.4,4.1,5.1,11.3,,,67.8,,,Provincia Autonoma di Trento,2006
67,18475.0,4.3,10.8,,,3.2,5.0,10.9,6.6,12.4,,,63.1,,,Veneto,2006
68,19357.0,3.9,11.6,,,3.8,5.3,11.7,10.3,9.5,,,61.6,,,Friuli-Venezia Giulia,2006
69,21814.1,4.5,9.1,,,2.4,6.1,10.8,5.2,12.5,,,67.1,,,Emilia-Romagna,2006
70,19288.6,4.0,8.6,,,3.2,3.5,11.3,6.5,11.8,,,65.9,,,Toscana,2006
71,17966.1,4.6,15.4,,,2.5,8.0,10.9,9.4,10.7,,,65.2,,,Umbria,2006
72,17261.4,4.4,13.4,,,4.8,5.5,11.6,7.6,9.0,,,67.5,,,Marche,2006
73,19538.8,5.4,16.1,,,3.6,9.4,13.3,12.2,13.9,,,60.5,,,Lazio,2006
74,15092.6,4.6,17.3,,,3.9,5.5,13.0,8.8,9.5,,,65.9,,,Abruzzo,2006
75,13977.6,4.4,26.7,,,4.2,10.0,11.3,7.7,9.4,,,61.2,,,Molise,2006
76,12871.4,5.9,35.1,,,14.5,13.7,24.1,18.1,15.5,,,57.9,,,Campania,2006
77,12795.8,4.9,35.1,,,12.8,9.6,22.4,17.2,10.9,,,55.6,,,Puglia,2006
78,13024.1,5.0,28.5,,,7.4,9.1,20.9,13.4,9.5,,,62.0,,,Basilicata,2006
79,12165.0,5.4,35.0,,,10.8,13.9,21.4,15.1,13.0,,,59.3,,,Calabria,2006
80,12477.9,6.4,39.7,,,15.2,10.5,25.4,19.6,12.3,,,55.5,,,Sicilia,2006
81,13405.0,5.0,21.2,,,10.0,9.7,23.6,13.3,7.4,,,58.5,,,Sardegna,2006
82,20647.3,4.6,10.6,107176.0,2.2,2.9,6.3,10.7,7.5,12.2,,,66.9,,,Nord,2006
83,21086.3,4.8,11.2,,,2.9,6.9,10.9,8.4,12.3,,,68.1,,,Nord-ovest,2006
84,20037.5,4.3,9.9,,,2.8,5.5,10.4,6.3,12.2,,,65.4,,,Nord-est,2006
85,19034.8,4.8,13.3,127642.0,2.6,3.5,6.9,12.2,9.6,12.4,,,63.6,,,Centro,2006
86,12896.9,5.7,33.7,52981.0,3.8,12.6,11.1,22.8,16.8,12.3,,,57.8,,,Mezzogiorno,2006
87,12986.7,5.4,33.0,,,11.9,11.5,21.8,16.2,13.0,,,58.5,,,Sud,2006
88,12707.3,6.3,35.1,,,13.9,10.3,24.9,18.1,11.2,,,56.3,,,Isole,2006
89,17597.9,5.4,19.3,91930.0,2.9,6.4,8.1,15.3,11.3,12.3,,,63.1,,,Italia,2006
90,20620.2,4.3,11.4,,,4.6,5.7,15.4,8.3,8.3,,,62.0,,,Piemonte,2007
91,20585.6,3.7,8.6,,,,6.4,5.8,4.9,7.0,,,67.4,,,Valle d'Aosta,2007
92,21284.0,4.3,15.3,,,2.3,5.2,11.8,12.9,9.9,,,66.7,,,Liguria,2007
93,22184.9,4.5,11.2,,,3.0,7.0,11.6,6.5,8.1,,,65.6,,,Lombardia,2007
94,21647.1,3.8,6.2,,,1.6,5.0,3.9,3.9,4.9,,,74.2,,,Trentino-Alto Adige,2007
95,22688.5,4.2,7.2,,,2.5,4.6,4.8,4.9,6.6,,,82.2,,,Provincia Autonoma di Bolzano/Bozen,2007
96,20644.6,3.3,5.3,,,,5.4,3.0,2.9,3.3,,,66.6,,,Provincia Autonoma di Trento,2007
97,18901.9,3.9,11.3,,,3.4,5.6,11.8,5.8,7.9,,,61.7,,,Veneto,2007
98,20184.3,3.9,10.0,,,4.1,4.2,11.6,8.5,4.7,,,64.1,,,Friuli-Venezia Giulia,2007
99,22617.7,4.6,8.4,,,3.3,6.3,12.9,5.0,6.7,,,66.0,,,Emilia-Romagna,2007
100,19755.3,4.1,9.2,,,3.8,4.1,12.2,6.1,7.0,,,66.1,,,Toscana,2007
101,18366.6,4.4,13.5,,,2.7,5.6,11.0,8.2,6.5,,,62.2,,,Umbria,2007
102,17730.2,4.2,11.8,,,4.4,5.7,12.1,6.9,5.8,,,64.6,,,Marche,2007
103,20330.6,5.0,16.2,,,5.8,9.0,15.4,10.4,7.0,,,62.8,,,Lazio,2007
104,15636.9,4.7,20.5,,,5.3,4.5,16.0,10.0,5.2,,,57.8,,,Abruzzo,2007
105,14556.2,4.3,28.4,,,6.7,8.7,19.1,10.4,4.3,,,62.2,,,Molise,2007
106,13209.6,6.4,36.7,,,14.3,12.5,23.8,15.8,8.8,,,56.5,,,Campania,2007
107,13105.4,4.9,31.8,,,12.8,6.7,22.3,12.9,6.1,,,54.4,,,Puglia,2007
108,13507.4,4.8,29.8,,,7.7,10.3,23.2,14.1,7.3,,,58.8,,,Basilicata,2007
109,12505.3,5.4,33.7,,,12.0,11.0,25.6,16.3,6.9,,,58.6,,,Calabria,2007
110,12771.8,5.7,41.9,,,16.7,9.5,28.2,19.5,9.6,,,55.1,,,Sicilia,2007
111,13886.1,5.0,21.8,,,8.5,10.9,19.0,12.2,4.2,,,56.3,,,Sardegna,2007
112,21241.8,4.4,10.8,,2.6,3.3,6.1,12.2,6.7,7.7,,,64.7,,,Nord,2007
113,21643.2,4.5,11.6,,,3.4,6.5,12.6,7.6,8.4,,,64.7,,,Nord-ovest,2007
114,20685.7,4.2,9.6,,,3.3,5.6,11.5,5.6,6.9,,,64.7,,,Nord-est,2007
115,19650.7,4.6,13.2,,2.8,4.7,6.7,13.6,8.5,6.8,,,64.1,,,Centro,2007
116,13251.9,5.6,34.2,,3.8,13.0,9.7,23.8,15.4,7.6,,,56.2,,,Mezzogiorno,2007
117,13348.9,5.6,32.9,,,12.3,9.7,22.8,14.3,7.3,,,56.5,,,Sud,2007
118,13047.6,5.6,36.9,,,14.7,9.8,25.9,17.7,8.3,,,55.4,,,Isole,2007
119,18122.4,5.2,19.5,,3.1,7.0,7.5,16.6,10.2,7.5,,,61.6,,,Italia,2007
120,20785.4,4.3,12.1,,,3.3,6.2,14.6,6.8,10.0,,,67.6,,,Piemonte,2008
121,21098.6,4.9,9.0,,,,4.3,6.8,3.2,6.9,,,67.2,,,Valle d'Aosta,2008
122,21415.1,4.2,14.4,,,3.5,5.0,12.1,12.4,11.3,,,67.1,,,Liguria,2008
123,22500.4,4.8,10.3,,,3.1,6.2,14.0,5.5,9.2,,,65.4,,,Lombardia,2008
124,22108.1,4.4,6.8,,,2.0,6.0,7.4,4.0,5.3,,,71.6,,,Trentino-Alto Adige,2008
125,23097.8,4.4,8.7,,,,5.6,8.4,5.3,6.8,,,77.2,,,Provincia Autonoma di Bolzano/Bozen,2008
126,21156.9,4.2,5.0,,,,6.4,6.3,2.8,3.8,,,66.4,,,Provincia Autonoma di Trento,2008
127,19042.6,4.0,10.7,,,2.9,6.3,13.0,5.4,8.0,,,63.0,,,Veneto,2008
128,20183.7,4.0,11.2,,,3.8,4.2,9.9,7.9,4.7,,,67.3,,,Friuli-Venezia Giulia,2008
129,22458.6,4.7,8.7,,,3.2,6.2,9.8,4.8,9.2,,,66.6,,,Emilia-Romagna,2008
130,19918.8,4.3,9.2,,,3.9,5.0,12.8,7.6,7.6,,,65.0,,,Toscana,2008
131,18516.4,3.8,13.0,,,3.2,5.4,12.0,7.5,6.0,,,66.1,,,Umbria,2008
132,17961.5,4.5,12.2,,,4.0,3.8,10.5,4.7,6.5,,,66.8,,,Marche,2008
133,20463.1,5.3,15.1,,,6.2,8.0,18.5,10.3,8.2,,,64.4,,,Lazio,2008
134,15918.4,3.9,20.0,,,4.9,5.3,14.3,9.5,5.6,,,64.7,,,Abruzzo,2008
